Pclass,Name,Sex,Age,Fare,Cabin,Embarked,Title,FareCategory,family_size,is_alone,AgeGroup,Survived
1,"Natsch, Charles H",male,37.0,29.7,C,C,Mr,High,2,0,Adult,0
3,"Healy, Hanora ""Nora""",female,21.8243661971831,7.75,U,Q,Miss,Low,1,1,YoungAdult,1
1,"Andrews, Kornelia Theodosia",female,63.0,77.9583,D,S,Miss,VeryHigh,2,0,Senior,1
3,"Lindblom, Augusta Charlotta",female,45.0,7.75,U,S,Miss,Low,1,1,Adult,0
2,"Parkes, Francis ""Frank""",male,32.25215146299484,0.0,U,S,Mr,Low,1,1,YoungAdult,0
3,"Rice, Eric",male,7.0,29.125,U,Q,Master,High,6,0,Child,0
3,"Abbott, Stanton (Rosa Hunt)",female,35.0,20.25,U,S,Mrs,High,3,0,YoungAdult,1
3,"Duane, Frank",male,65.0,7.75,U,Q,Mr,Low,1,1,Senior,0
3,"Olsson, Nils Johan Goransson",male,28.0,7.8542,U,S,Mr,Low,1,1,YoungAdult,0
3,"de Pelsmaeker, Alfons",male,16.0,9.5,U,S,Mr,Medium,1,1,Teen,0
3,"Dorking, Edward Arthur",male,19.0,8.05,U,S,Mr,Low,1,1,Teen,1
1,"Smith, Richard William",male,32.25215146299484,26.0,A,S,Mr,High,1,1,YoungAdult,0
3,"Stankovic, Ivan",male,33.0,8.6625,U,C,Mr,Medium,1,1,YoungAdult,0
3,"de Mulder, Theodore",male,30.0,9.5,U,S,Mr,Medium,1,1,YoungAdult,1
3,"Naidenoff, Penko",male,22.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Hosono, Masabumi",male,42.0,13.0,U,S,Mr,Medium,1,1,Adult,1
3,"Connolly, Kate",female,22.0,7.75,U,Q,Miss,Low,1,1,YoungAdult,1
1,"Barber, Ellen ""Nellie""",female,26.0,78.85,U,S,Miss,VeryHigh,1,1,YoungAdult,1
1,"Bishop, Dickinson H (Helen Walton)",female,19.0,91.0792,B,C,Mrs,VeryHigh,2,0,Teen,1
2,"Levy, Rene Jacques",male,36.0,12.875,D,C,Mr,Medium,1,1,Adult,0
3,"Haas, Aloisia",female,24.0,8.85,U,S,Miss,Medium,1,1,YoungAdult,0
3,"Mineff, Ivan",male,24.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Lewy, Ervin G",male,32.25215146299484,27.7208,U,C,Mr,High,1,1,YoungAdult,0
3,"Hanna, Mansour",male,23.5,7.2292,U,C,Mr,Low,1,1,YoungAdult,0
1,"Allison, Helen Loraine",female,2.0,151.55,C,S,Miss,VeryHigh,4,0,Child,0
1,"Saalfeld, Adolphe",male,32.25215146299484,30.5,C,S,Mr,High,1,1,YoungAdult,1
1,"Baxter, James (Helene DeLaudeniere Chaput)",female,50.0,247.5208,B,C,Mrs,VeryHigh,2,0,Adult,1
3,"Kelly, Anna Katherine ""Annie Kate""",female,21.8243661971831,7.75,U,Q,Miss,Low,1,1,YoungAdult,1
3,"McCoy, Bernard",male,32.25215146299484,23.25,U,Q,Mr,High,3,0,YoungAdult,1
3,"Johnson, William Cahoone Jr",male,19.0,0.0,U,S,Mr,Low,1,1,Teen,0
2,"Keane, Nora A",female,21.8243661971831,12.35,E,Q,Miss,Medium,1,1,YoungAdult,1
3,"Williams, Howard Hugh ""Harry""",male,32.25215146299484,8.05,U,S,Mr,Low,1,1,YoungAdult,0
1,"Allison, Hudson Trevor",male,0.92,151.55,C,S,Master,VeryHigh,4,0,Child,1
1,"Fleming, Margaret",female,21.8243661971831,110.8833,U,C,Miss,VeryHigh,1,1,YoungAdult,1
1,"Penasco y Castellana, Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,108.9,C,C,Mrs,VeryHigh,2,0,Teen,1
2,"Abelson, Samuel",male,30.0,24.0,U,C,Mr,High,2,0,YoungAdult,0
1,"Francatelli, Laura Mabel",female,30.0,56.9292,E,C,Miss,High,1,1,YoungAdult,1
1,"Hays, Margaret Bechstein",female,24.0,83.1583,C,C,Miss,VeryHigh,1,1,YoungAdult,1
1,"Ryerson, Emily Borie",female,18.0,262.375,B,C,Miss,VeryHigh,5,0,Teen,1
2,"Lahtinen, William (Anna Sylfven)",female,26.0,26.0,U,S,Mrs,High,3,0,YoungAdult,0
3,"Hendekovic, Ignjac",male,28.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Hart, Benjamin",male,43.0,26.25,U,S,Mr,High,3,0,Adult,0
3,"Nilsson, Helmina Josefina",female,26.0,7.8542,U,S,Miss,Low,1,1,YoungAdult,1
2,"Kantor, Sinai (Miriam Sternin)",female,24.0,26.0,U,S,Mrs,High,2,0,YoungAdult,1
2,"Moraweck, Ernest",male,54.0,14.0,U,S,Rare,Medium,1,1,Adult,0
1,"Wick, Mary Natalie",female,31.0,164.8667,C,S,Miss,VeryHigh,3,0,YoungAdult,1
1,"Spedden, Frederic Oakley (Margaretta Corning Stone)",female,40.0,134.5,E,C,Mrs,VeryHigh,3,0,Adult,1
3,"Dennis, Samuel",male,22.0,7.25,U,S,Mr,Low,1,1,YoungAdult,0
3,"Danoff, Yoto",male,27.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Slayter, Hilda Mary",female,30.0,12.35,U,Q,Miss,Medium,1,1,YoungAdult,1
2,"Caldwell, Albert Francis (Sylvia Mae Harbaugh)",female,22.0,29.0,U,S,Mrs,High,3,0,YoungAdult,1
3,"Sage, George John Jr",male,32.25215146299484,69.55,U,S,Mr,VeryHigh,11,0,YoungAdult,0
1,"Young, Marie Grice",female,36.0,135.6333,C,C,Miss,VeryHigh,1,1,Adult,1
3,"Nysveen, Johan Hansen",male,61.0,6.2375,U,S,Mr,Low,1,1,Senior,0
2,"Ball, (Ada E Hall)",female,36.0,13.0,D,S,Mrs,Medium,1,1,Adult,1
3,"Goldsmith, Frank John (Emily Alice Brown)",female,31.0,20.525,U,S,Mrs,High,3,0,YoungAdult,1
1,"Hippach, Jean Gertrude",female,16.0,57.9792,B,C,Miss,VeryHigh,2,0,Teen,1
3,"McCoy, Agnes",female,21.8243661971831,23.25,U,Q,Miss,High,3,0,YoungAdult,1
1,"Partner, Austen",male,45.5,28.5,C,S,Mr,High,1,1,Adult,0
1,"Graham, George Edward",male,38.0,153.4625,C,S,Mr,VeryHigh,2,0,Adult,0
3,"Vander Planke, Leo Edmondus",male,16.0,18.0,U,S,Mr,High,3,0,Teen,0
1,"Frauenthal, Henry William (Clara Heinsheimer)",female,36.91812865497076,133.65,U,S,Mrs,VeryHigh,2,0,Adult,1
3,"Denkoff, Mitto",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Pears, Thomas Clinton",male,29.0,66.6,C,S,Mr,VeryHigh,2,0,YoungAdult,0
1,"Burns, Elizabeth Margaret",female,41.0,134.5,E,C,Miss,VeryHigh,1,1,Adult,1
3,"Dahl, Karl Edwart",male,45.0,8.05,U,S,Mr,Low,1,1,Adult,1
1,"Blackwell, Stephen Weart",male,45.0,35.5,T,S,Mr,High,1,1,Adult,0
2,"Navratil, Edmond Roger",male,2.0,26.0,F,S,Master,High,3,0,Child,1
1,"Fortune, Alice Elizabeth",female,24.0,263.0,C,S,Miss,VeryHigh,6,0,YoungAdult,1
2,"Collander, Erik Gustaf",male,28.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Sedgwick, Charles Frederick Waddington",male,25.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Fox, Stanley Hubert",male,36.0,13.0,U,S,Mr,Medium,1,1,Adult,0
2,"Brown, Amelia ""Mildred""",female,24.0,13.0,F,S,Miss,Medium,1,1,YoungAdult,1
2,"Smith, Marion Elsie",female,40.0,13.0,U,S,Miss,Medium,1,1,Adult,1
3,"Davison, Thomas Henry (Mary E Finck)",female,36.91812865497076,16.1,U,S,Mrs,High,2,0,Adult,1
3,"Coutts, William Loch ""William""",male,3.0,15.9,U,S,Master,High,3,0,Child,1
3,"Dimic, Jovan",male,42.0,8.6625,U,S,Mr,Medium,1,1,Adult,0
3,"Odahl, Nils Martin",male,23.0,9.225,U,S,Mr,Medium,1,1,YoungAdult,0
1,"Williams-Lambert, Fletcher Fellows",male,32.25215146299484,35.0,C,S,Mr,High,1,1,YoungAdult,0
3,"Elias, Tannous",male,15.0,7.2292,U,C,Mr,Low,3,0,Teen,0
3,"Arnold-Franchi, Josef",male,25.0,17.8,U,S,Mr,High,2,0,YoungAdult,0
3,"Yousif, Wazli",male,32.25215146299484,7.225,U,C,Mr,Low,1,1,YoungAdult,0
3,"Vanden Steen, Leo Peter",male,28.0,9.5,U,S,Mr,Medium,1,1,YoungAdult,0
1,"Bowerman, Elsie Edith",female,22.0,55.0,E,S,Miss,High,2,0,YoungAdult,1
2,"Funk, Annie Clemmer",female,38.0,13.0,U,S,Miss,Medium,1,1,Adult,0
3,"McGovern, Mary",female,21.8243661971831,7.8792,U,Q,Miss,Low,1,1,YoungAdult,1
3,"Mockler, Helen Mary ""Ellie""",female,21.8243661971831,7.8792,U,Q,Miss,Low,1,1,YoungAdult,1
3,"Skoog, Wilhelm",male,40.0,27.9,U,S,Mr,High,6,0,Adult,0
2,"del Carlo, Sebastiano",male,29.0,27.7208,U,C,Mr,High,2,0,YoungAdult,0
3,"Barbara, (Catherine David)",female,45.0,14.4542,U,C,Mrs,Medium,2,0,Adult,0
3,"Asim, Adola",male,35.0,7.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"O'Brien, Thomas",male,32.25215146299484,15.5,U,Q,Mr,High,2,0,YoungAdult,0
3,"Adahl, Mauritz Nils Martin",male,30.0,7.25,U,S,Mr,Low,1,1,YoungAdult,0
1,"Warren, Frank Manley (Anna Sophia Atkinson)",female,60.0,75.25,D,C,Mrs,VeryHigh,2,0,Senior,1
3,"Moussa, (Mantoura Boulos)",female,36.91812865497076,7.2292,U,C,Mrs,Low,1,1,Adult,1
3,"Jermyn, Annie",female,21.8243661971831,7.75,U,Q,Miss,Low,1,1,YoungAdult,1
1,"Aubart, Leontine Pauline",female,24.0,69.3,B,C,Mrs,VeryHigh,1,1,YoungAdult,1
1,"Harder, George Achilles",male,25.0,55.4417,E,C,Mr,High,2,0,YoungAdult,1
3,"Wiklund, Jakob Alfred",male,18.0,6.4958,U,S,Mr,Low,2,0,Teen,0
3,"Beavan, William Thomas",male,19.0,8.05,U,S,Mr,Low,1,1,Teen,0
1,"Ringhini, Sante",male,22.0,135.6333,U,C,Mr,VeryHigh,1,1,YoungAdult,0
3,"Palsson, Stina Viola",female,3.0,21.075,U,S,Miss,High,5,0,Child,0
1,"Meyer, Edgar Joseph (Leila Saks)",female,36.91812865497076,82.1708,U,C,Mrs,VeryHigh,2,0,Adult,1
3,"Landergren, Aurora Adelia",female,22.0,7.25,U,S,Miss,Low,1,1,YoungAdult,1
1,"Widener, Harry Elkins",male,27.0,211.5,C,C,Mr,VeryHigh,3,0,YoungAdult,0
3,"Betros, Tannous",male,20.0,4.0125,U,C,Mr,Low,1,1,YoungAdult,0
3,"Gustafsson, Karl Gideon",male,19.0,7.775,U,S,Mr,Low,1,1,Teen,0
1,"Bidois, Rosalie",female,42.0,227.525,U,C,Miss,VeryHigh,1,1,Adult,1
3,"Nakid, Maria (""Mary"")",female,1.0,15.7417,U,C,Miss,High,3,0,Child,1
3,"Tikkanen, Juho",male,32.0,7.925,U,S,Mr,Low,1,1,YoungAdult,0
1,"Holverson, Alexander Oskar (Mary Aline Towner)",female,35.0,52.0,U,S,Mrs,High,2,0,YoungAdult,1
3,"Plotcharsky, Vasil",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
2,"Davies, Charles Henry",male,18.0,73.5,U,S,Mr,VeryHigh,1,1,Teen,0
3,"Goodwin, Sidney Leonard",male,1.0,46.9,U,S,Master,High,8,0,Child,0
2,"Buss, Kate",female,36.0,13.0,U,S,Miss,Medium,1,1,Adult,1
3,"Sadlier, Matthew",male,32.25215146299484,7.7292,U,Q,Mr,Low,1,1,YoungAdult,0
2,"Lehmann, Bertha",female,17.0,12.0,U,C,Miss,Medium,1,1,Teen,1
1,"Carter, William Ernest",male,36.0,120.0,B,S,Mr,VeryHigh,4,0,Adult,1
3,"Jansson, Carl Olof",male,21.0,7.7958,U,S,Mr,Low,1,1,YoungAdult,1
3,"Gustafsson, Johan Birger",male,28.0,7.925,U,S,Mr,Low,3,0,YoungAdult,0
1,"Newell, Marjorie",female,23.0,113.275,D,C,Miss,VeryHigh,2,0,YoungAdult,1
3,"Sandstrom, Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,16.7,G,S,Mrs,High,3,0,YoungAdult,1
3,"Johansson, Erik",male,22.0,7.7958,U,S,Mr,Low,1,1,YoungAdult,0
3,"Olsson, Elina",female,31.0,7.8542,U,S,Miss,Low,1,1,YoungAdult,0
2,"McKane, Peter David",male,46.0,26.0,U,S,Mr,High,1,1,Adult,0
2,"Pain, Alfred",male,23.0,10.5,U,S,Rare,Medium,1,1,YoungAdult,0
2,"Trout, William H (Jessie L)",female,28.0,12.65,U,S,Mrs,Medium,1,1,YoungAdult,1
3,"Niskanen, Juha",male,39.0,7.925,U,S,Mr,Low,1,1,Adult,1
3,"Adams, John",male,26.0,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Jussila, Mari Aina",female,21.0,9.825,U,S,Miss,Medium,2,0,YoungAdult,0
3,"Hakkarainen, Pekka Pietari",male,28.0,15.85,U,S,Mr,High,2,0,YoungAdult,0
3,"Oreskovic, Marija",female,20.0,8.6625,U,S,Miss,Medium,1,1,YoungAdult,0
2,"Gale, Shadrach",male,34.0,21.0,U,S,Mr,High,2,0,YoungAdult,0
3,"Widegren, Carl/Charles Peter",male,51.0,7.75,U,S,Mr,Low,1,1,Adult,0
2,"Richards, William Rowe",male,3.0,18.75,U,S,Master,High,3,0,Child,1
3,"Birkeland, Hans Martin Monsen",male,21.0,7.775,U,S,Mr,Low,1,1,YoungAdult,0
3,"Lefebre, Ida",female,21.8243661971831,25.4667,U,S,Miss,High,5,0,YoungAdult,0
3,"Sdycoff, Todor",male,32.25215146299484,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
3,"Hart, Henry",male,32.25215146299484,6.8583,U,Q,Mr,Low,1,1,YoungAdult,0
1,"Minahan, Daisy E",female,33.0,90.0,C,Q,Miss,VeryHigh,2,0,YoungAdult,1
2,"Cunningham, Alfred Fleming",male,32.25215146299484,0.0,U,S,Mr,Low,1,1,YoungAdult,0
3,"Sundman, Johan Julian",male,44.0,7.925,U,S,Mr,Low,1,1,Adult,1
3,"Meek, Thomas (Annie Louise Rowley)",female,36.91812865497076,8.05,U,S,Mrs,Low,1,1,Adult,0
2,"Drew, James Vivian (Lulu Thorne Christian)",female,34.0,32.5,U,S,Mrs,High,3,0,YoungAdult,1
2,"Silven, Lyyli Karoliina",female,18.0,13.0,U,S,Miss,Medium,3,0,Teen,1
2,"Matthews, William John",male,30.0,13.0,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Van Impe, Catharina",female,10.0,24.15,U,S,Miss,High,3,0,Child,0
3,"Gheorgheff, Stanio",male,32.25215146299484,7.8958,U,C,Mr,Low,1,1,YoungAdult,0
3,"Charters, David",male,21.0,7.7333,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Zimmerman, Leo",male,29.0,7.875,U,S,Mr,Low,1,1,YoungAdult,0
3,"Danbom, Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,14.4,U,S,Mrs,Medium,3,0,YoungAdult,0
3,"Rosblom, Viktor Richard",male,18.0,20.2125,U,S,Mr,High,3,0,Teen,0
3,"Wiseman, Phillippe",male,32.25215146299484,7.25,U,S,Mr,Low,1,1,YoungAdult,0
2,"Clarke, Charles V (Ada Maria Winfield)",female,28.0,26.0,U,S,Mrs,High,2,0,YoungAdult,1
2,"Phillips, Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,26.0,U,S,Miss,High,1,1,Teen,1
3,"Flynn, James",male,32.25215146299484,7.75,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Pickard, Berk (Berk Trembisky)",male,32.0,8.05,E,S,Mr,Low,1,1,YoungAdult,1
1,"Bjornstrom-Steffansson, Mauritz Hakan",male,28.0,26.55,C,S,Mr,High,1,1,YoungAdult,1
3,"Thorneycroft, Percival (Florence Kate White)",female,36.91812865497076,16.1,U,S,Mrs,High,2,0,Adult,1
2,"Louch, Charles Alexander (Alice Adelaide Slow)",female,42.0,26.0,U,S,Mrs,High,2,0,Adult,1
3,"Kallio, Nikolai Erland",male,17.0,7.125,U,S,Mr,Low,1,1,Teen,0
1,"Silvey, William Baird",male,50.0,55.9,E,S,Mr,High,2,0,Adult,0
1,"Carter, Lucile Polk",female,14.0,120.0,B,S,Miss,VeryHigh,4,0,Teen,1
3,"Ford, Doolina Margaret ""Daisy""",female,21.0,34.375,U,S,Miss,High,5,0,YoungAdult,0
2,"Richards, Sidney (Emily Hocking)",female,24.0,18.75,U,S,Mrs,High,6,0,YoungAdult,1
1,"Fortune, Mark",male,64.0,263.0,C,S,Mr,VeryHigh,6,0,Senior,0
2,"Kvillner, Johan Henrik Johannesson",male,31.0,10.5,U,S,Mr,Medium,1,1,YoungAdult,0
2,"Hart, Benjamin (Esther Ada Bloomfield)",female,45.0,26.25,U,S,Mrs,High,3,0,Adult,1
3,"Hampe, Leon",male,20.0,9.5,U,S,Mr,Medium,1,1,YoungAdult,0
3,"Petterson, Johan Emil",male,25.0,7.775,U,S,Mr,Low,2,0,YoungAdult,0
2,"Reynaldo, Encarnacion",female,28.0,13.0,U,S,Miss,Medium,1,1,YoungAdult,1
3,"Johannesen-Bratthammer, Bernt",male,32.25215146299484,8.1125,U,S,Mr,Medium,1,1,YoungAdult,1
1,"Dodge, Washington",male,4.0,81.8583,A,S,Master,VeryHigh,3,0,Child,1
2,"Mellinger, Madeleine Violet",female,13.0,19.5,U,S,Miss,High,2,0,Teen,1
1,"Seward, Frederic Kimber",male,34.0,26.55,U,S,Mr,High,1,1,YoungAdult,1
3,"Baclini, Marie Catherine",female,5.0,19.2583,U,C,Miss,High,4,0,Child,1
1,"Peuchen, Arthur Godfrey",male,52.0,30.5,C,S,Rare,High,1,1,Adult,1
2,"West, Edwy Arthur",male,36.0,27.75,U,S,Mr,High,4,0,Adult,0
3,"Hagland, Ingvald Olai Olsen",male,32.25215146299484,19.9667,U,S,Mr,High,2,0,YoungAdult,0
1,"Foreman, Benjamin Laventall",male,30.0,27.75,C,C,Mr,High,1,1,YoungAdult,0
1,"Goldenberg, Samuel L",male,49.0,89.1042,C,C,Mr,VeryHigh,2,0,Adult,1
3,"Peduzzi, Joseph",male,32.25215146299484,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Jalsevac, Ivan",male,29.0,7.8958,U,C,Mr,Low,1,1,YoungAdult,1
1,"Millet, Francis Davis",male,65.0,26.55,E,S,Mr,High,1,1,Senior,0
1,"Kenyon, Frederick R (Marion)",female,36.91812865497076,51.8625,D,S,Mrs,High,2,0,Adult,1
2,"Toomey, Ellen",female,50.0,10.5,U,S,Miss,Medium,1,1,Adult,1
3,"O'Connor, Maurice",male,32.25215146299484,7.75,U,Q,Mr,Low,1,1,YoungAdult,0
1,"Anderson, Harry",male,48.0,26.55,E,S,Mr,High,1,1,Adult,1
3,"Morley, William",male,34.0,8.05,U,S,Mr,Low,1,1,YoungAdult,0
1,"Gee, Arthur H",male,47.0,38.5,E,S,Mr,High,1,1,Adult,0
2,"Milling, Jacob Christian",male,48.0,13.0,U,S,Mr,Medium,1,1,Adult,0
3,"Maisner, Simon",male,32.25215146299484,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Goncalves, Manuel Estanslas",male,38.0,7.05,U,S,Mr,Low,1,1,Adult,0
2,"Campbell, William",male,32.25215146299484,0.0,U,S,Mr,Low,1,1,YoungAdult,0
1,"Smart, John Montgomery",male,56.0,26.55,U,S,Mr,High,1,1,Adult,0
3,"Scanlan, James",male,32.25215146299484,7.725,U,Q,Mr,Low,1,1,YoungAdult,0
3,"Baclini, Helene Barbara",female,0.75,19.2583,U,C,Miss,High,4,0,Child,1
3,"Keefe, Arthur",male,32.25215146299484,7.25,U,S,Mr,Low,1,1,YoungAdult,0
3,"Cacic, Luka",male,38.0,8.6625,U,S,Mr,Medium,1,1,Adult,0
2,"West, Edwy Arthur (Ada Mary Worth)",female,33.0,27.75,U,S,Mrs,High,4,0,YoungAdult,1
2,"Jerwan, Amin S (Marie Marthe Thuillard)",female,23.0,13.7917,D,C,Mrs,Medium,1,1,YoungAdult,1
3,"Strandberg, Ida Sofia",female,22.0,9.8375,U,S,Miss,Medium,1,1,YoungAdult,0
1,"Clifford, George Quincy",male,32.25215146299484,52.0,A,S,Mr,High,1,1,YoungAdult,0
2,"Renouf, Peter Henry",male,34.0,21.0,U,S,Mr,High,2,0,YoungAdult,0
3,"Braund, Lewis Richard",male,29.0,7.0458,U,S,Mr,Low,2,0,YoungAdult,0
3,"Karlsson, Nils August",male,22.0,7.5208,U,S,Mr,Low,1,1,YoungAdult,0
3,"Hirvonen, Hildur E",female,2.0,12.2875,U,S,Miss,Medium,2,0,Child,1
3,"Goodwin, Harold Victor",male,9.0,46.9,U,S,Master,High,8,0,Child,0
2,"Frost, Anthony Wood ""Archie""",male,32.25215146299484,0.0,U,S,Mr,Low,1,1,YoungAdult,0
3,"Rouse, Richard Henry",male,50.0,8.05,U,S,Mr,Low,1,1,Adult,0
3,"Turkula, (Hedwig)",female,63.0,9.5875,U,S,Mrs,Medium,1,1,Senior,1
1,"Bishop, Dickinson H",male,25.0,91.0792,B,C,Mr,VeryHigh,2,0,YoungAdult,1
3,"Lefebre, Jeannie",female,21.8243661971831,25.4667,U,S,Miss,High,5,0,YoungAdult,0
1,"Hoyt, Frederick Maxfield (Jane Anne Forby)",female,35.0,90.0,C,S,Mrs,VeryHigh,2,0,YoungAdult,1
1,"Kent, Edward Austin",male,58.0,29.7,B,C,Mr,High,1,1,Adult,0
3,"Somerton, Francis William",male,30.0,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Coutts, Eden Leslie ""Neville""",male,9.0,15.9,U,S,Master,High,3,0,Child,1
3,"Hagland, Konrad Mathias Reiersen",male,32.25215146299484,19.9667,U,S,Mr,High,2,0,YoungAdult,0
3,"Windelov, Einar",male,21.0,7.25,U,S,Mr,Low,1,1,YoungAdult,0
1,"Molson, Harry Markland",male,55.0,30.5,C,S,Mr,High,1,1,Adult,0
1,"Artagaveytia, Ramon",male,71.0,49.5042,U,C,Mr,High,1,1,Senior,0
3,"Stanley, Edward Roland",male,21.0,8.05,U,S,Mr,Low,1,1,YoungAdult,0
3,"Yousseff, Gerious",male,32.25215146299484,14.4583,U,C,Mr,High,1,1,YoungAdult,0
1,"Eustis, Elizabeth Mussey",female,54.0,78.2667,D,C,Miss,VeryHigh,2,0,Adult,1
3,"Shellard, Frederick William",male,32.25215146299484,15.1,U,S,Mr,High,1,1,YoungAdult,0
1,"Allison, Hudson J C (Bessie Waldo Daniels)",female,25.0,151.55,C,S,Mrs,VeryHigh,4,0,YoungAdult,0
3,"Svensson, Olof",male,24.0,7.7958,U,S,Mr,Low,1,1,YoungAdult,0
3,"Calic, Petar",male,17.0,8.6625,U,S,Mr,Medium,1,1,Teen,0
3,"Canavan, Mary",female,21.0,7.75,U,Q,Miss,Low,1,1,YoungAdult,0
3,"O'Sullivan, Bridget Mary",female,21.8243661971831,7.6292,U,Q,Miss,Low,1,1,YoungAdult,0
3,"Laitinen, Kristina Sofia",female,37.0,9.5875,U,S,Miss,Medium,1,1,Adult,0
1,"Maioni, Roberta",female,16.0,86.5,B,S,Miss,VeryHigh,1,1,Teen,1
1,"Penasco y Castellana, Victor de Satode",male,18.0,108.9,C,C,Mr,VeryHigh,2,0,Teen,0
2,"Quick, Frederick Charles (Jane Richards)",female,33.0,26.0,U,S,Mrs,High,3,0,YoungAdult,1
1,"Bradley, George (""George Arthur Brayton"")",male,32.25215146299484,26.55,U,S,Mr,High,1,1,YoungAdult,1
3,"Olsen, Henry Margido",male,28.0,22.525,U,S,Mr,High,1,1,YoungAdult,0
3,"Lang, Fang",male,26.0,56.4958,U,S,Mr,High,1,1,YoungAdult,1
3,"Daly, Eugene Patrick",male,29.0,7.75,U,Q,Mr,Low,1,1,YoungAdult,1
3,"Webber, James",male,32.25215146299484,8.05,U,S,Mr,Low,1,1,YoungAdult,0
1,"McGough, James Robert",male,36.0,26.2875,E,S,Mr,High,1,1,Adult,1
1,"Rothschild, Martin (Elizabeth L Barrett)",female,54.0,59.4,U,C,Mrs,VeryHigh,2,0,Adult,1
3,"Coleff, Satio",male,24.0,7.4958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Walker, William Anderson",male,47.0,34.0208,D,S,Mr,High,1,1,Adult,0
2,"Lemore, (Amelia Milley)",female,34.0,10.5,F,S,Mrs,Medium,1,1,YoungAdult,1
3,"Ryan, Patrick",male,32.25215146299484,24.15,U,Q,Mr,High,1,1,YoungAdult,0
2,"Angle, William A (Florence ""Mary"" Agnes Hughes)",female,36.0,26.0,U,S,Mrs,High,2,0,Adult,1
3,"Pavlovic, Stefo",male,32.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
1,"Perreault, Anne",female,30.0,93.5,B,S,Miss,VeryHigh,1,1,YoungAdult,1
3,"Vovk, Janko",male,22.0,7.8958,U,S,Mr,Low,1,1,YoungAdult,0
3,"Lahoud, Sarkis",male,32.25215146299484,7.225,U,C,Mr,Low,1,1,YoungAdult,0
1,"Hippach, Louis Albert (Ida Sophia Fischer)",female,44.0,57.9792,B,C,Mrs,VeryHigh,2,0,Adult,1
3,"Kassem, Fared",male,32.25215146299484,7.2292,U,C,Mr,Low,1,1,YoungAdult,0
3,"Farrell, James",male,40.5,7.75,U,Q,Mr,Low,1,1,Adult,0
2,"Ridsdale, Lucy",female,50.0,10.5,U,S,Miss,Medium,1,1,Adult,1
1,"Farthing, John",male,32.25215146299484,221.7792,C,S,Mr,VeryHigh,1,1,YoungAdult,0
3,"Salonen, Johan Werner",male,39.0,7.925,U,S,Mr,Low,1,1,Adult,0
2,"Hocking, Richard George",male,23.0,11.5,U,S,Mr,Medium,4,0,YoungAdult,0
2,"Quick, Phyllis May",female,2.0,26.0,U,S,Miss,High,3,0,Child,1
3,"Toufik, Nakli",male,32.25215146299484,7.2292,U,C,Mr,Low,1,1,YoungAdult,0
3,"Elias, Joseph Jr",male,17.0,7.2292,U,C,Mr,Low,3,0,Teen,0
3,"Peter, Catherine (Catherine Rizk)",female,36.91812865497076,22.3583,U,C,Mrs,High,3,0,Adult,1
3,"Cacic, Marija",female,30.0,8.6625,U,S,Miss,Medium,1,1,YoungAdult,0
2,"Hart, Eva Miriam",female,7.0,26.25,U,S,Miss,High,3,0,Child,1
1,"Butt, Archibald Willingham",male,45.0,26.55,B,S,Rare,High,1,1,Adult,0
1,"LeRoy, Bertha",female,30.0,106.425,U,C,Miss,VeryHigh,1,1,YoungAdult,1
3,"Risien, Samuel Beard",male,32.25215146299484,14.5,U,S,Mr,High,1,1,YoungAdult,0
1,"Frolicher, Hedwig Margaritha",female,22.0,49.5,B,C,Miss,High,3,0,YoungAdult,1
1,"Crosby, Harriet R",female,36.0,71.0,B,S,Miss,VeryHigh,3,0,Adult,1
3,"Andersson, Ingeborg Constanzia",female,9.0,31.275,U,S,Miss,High,7,0,Child,0
3,"Andersson, Sigrid Elisabeth",female,11.0,31.275,U,S,Miss,High,7,0,Child,0
2,"Beane, Edward",male,32.0,26.0,U,S,Mr,High,2,0,YoungAdult,1
1,"Douglas, Walter Donald",male,50.0,106.425,C,C,Mr,VeryHigh,2,0,Adult,0
